#ies_format_version: 1.0
#file: 20250813_5000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	healthStatus;	FALSE;	TRUE;	0;	other;	BOOLEAN,6. -
#005;	breakerPosition;	FALSE;	TRUE;	0;	other;	BOOLEAN,6. -
#006;	frequency;	FALSE;	TRUE;	0;	other;	FLOAT,9. -
YYYYMMDD;	hhmmss;	unixtimestamp;	healthStatus;	breakerPosition;	frequency
20250813;	133850;	1755072530.000;	     1;	 err19;	    err19
20250813;	133855;	1755072535.000;	     1;	 err19;	    err19
20250813;	133900;	1755072540.000;	     1;	 err19;	    err19
20250813;	133905;	1755072545.000;	     1;	 err19;	    err19
20250813;	133910;	1755072550.000;	     1;	 err19;	    err19
20250813;	133915;	1755072555.000;	     1;	 err19;	    err19
20250813;	133920;	1755072560.000;	     1;	 err19;	    err19
20250813;	133925;	1755072565.000;	     1;	 err19;	    err19
20250813;	133930;	1755072570.000;	     1;	 err19;	    err19
20250813;	133935;	1755072575.000;	     1;	 err19;	    err19
20250813;	133940;	1755072580.000;	     1;	 err19;	    err19
20250813;	133945;	1755072585.000;	     1;	 err19;	    err19
20250813;	133950;	1755072590.000;	     1;	 err19;	    err19
20250813;	133955;	1755072595.000;	     1;	 err19;	    err19
20250813;	134000;	1755072600.000;	     1;	 err19;	    err19
20250813;	134005;	1755072605.000;	     1;	 err19;	    err19
20250813;	134010;	1755072610.000;	     1;	 err19;	    err19
20250813;	134015;	1755072615.000;	     1;	 err19;	    err19
20250813;	134020;	1755072620.000;	     1;	 err19;	    err19
20250813;	134025;	1755072625.000;	     1;	 err19;	    err19
20250813;	134030;	1755072630.000;	     1;	 err19;	    err19
20250813;	134035;	1755072635.000;	     1;	 err19;	    err19
20250813;	134040;	1755072640.000;	     1;	 err19;	    err19
20250813;	134045;	1755072645.000;	     1;	 err19;	    err19
20250813;	134050;	1755072650.000;	     1;	 err19;	    err19
20250813;	134055;	1755072655.000;	     1;	 err19;	    err19
20250813;	134100;	1755072660.000;	     1;	 err19;	    err19
20250813;	134105;	1755072665.000;	     1;	 err19;	    err19
20250813;	134110;	1755072670.000;	     1;	 err19;	    err19
20250813;	134115;	1755072675.000;	     1;	 err19;	    err19
20250813;	134120;	1755072680.000;	     1;	 err19;	    err19
20250813;	134125;	1755072685.000;	     1;	 err19;	    err19
20250813;	134130;	1755072690.000;	     1;	 err19;	    err19
20250813;	134135;	1755072695.000;	     1;	 err19;	    err19
20250813;	134140;	1755072700.000;	     1;	 err19;	    err19
20250813;	134145;	1755072705.000;	     1;	 err19;	    err19
20250813;	134150;	1755072710.000;	     1;	 err19;	    err19
20250813;	134155;	1755072715.000;	     1;	 err19;	    err19
20250813;	134200;	1755072720.000;	     1;	 err19;	    err19
20250813;	134205;	1755072725.000;	     1;	 err19;	    err19
20250813;	134210;	1755072730.000;	     1;	 err19;	    err19
20250813;	134215;	1755072735.000;	     1;	 err19;	    err19
20250813;	134220;	1755072740.000;	     1;	 err19;	    err19
20250813;	134225;	1755072745.000;	     1;	 err19;	    err19
20250813;	134230;	1755072750.000;	     1;	 err19;	    err19
20250813;	134235;	1755072755.000;	     1;	 err19;	    err19
20250813;	134240;	1755072760.000;	     1;	 err19;	    err19
20250813;	134245;	1755072765.000;	 err32;	 err32;	    err32
20250813;	134250;	1755072770.000;	 err32;	 err32;	    err32
20250813;	134255;	1755072775.000;	 err32;	 err32;	    err32
20250813;	134300;	1755072780.000;	 err32;	 err32;	    err32
20250813;	134305;	1755072785.000;	 err32;	 err32;	    err32
20250813;	134310;	1755072790.000;	 err32;	 err32;	    err32
20250813;	134315;	1755072795.000;	 err32;	 err32;	    err32
20250813;	134320;	1755072800.000;	 err32;	 err32;	    err32
20250813;	134325;	1755072805.000;	 err32;	 err32;	    err32
20250813;	134330;	1755072810.000;	 err32;	 err32;	    err32
20250813;	134335;	1755072815.000;	 err32;	 err32;	    err32
20250813;	134340;	1755072820.000;	 err32;	 err32;	    err32
20250813;	134345;	1755072825.000;	 err32;	 err32;	    err32
20250813;	134350;	1755072830.000;	 err32;	 err32;	    err32
20250813;	134355;	1755072835.000;	 err32;	 err32;	    err32
20250813;	134400;	1755072840.000;	 err32;	 err32;	    err32
20250813;	134405;	1755072845.000;	 err32;	 err32;	    err32
20250813;	134410;	1755072850.000;	 err32;	 err32;	    err32
20250813;	134415;	1755072855.000;	 err32;	 err32;	    err32
20250813;	134420;	1755072860.000;	 err32;	 err32;	    err32
20250813;	134425;	1755072865.000;	 err32;	 err32;	    err32
20250813;	134430;	1755072870.000;	 err32;	 err32;	    err32
20250813;	134435;	1755072875.000;	 err32;	 err32;	    err32
20250813;	134440;	1755072880.000;	 err32;	 err32;	    err32
20250813;	134445;	1755072885.000;	 err32;	 err32;	    err32
20250813;	134450;	1755072890.000;	 err32;	 err32;	    err32
20250813;	134455;	1755072895.000;	 err32;	 err32;	    err32
20250813;	134500;	1755072900.000;	 err32;	 err32;	    err32
20250813;	134505;	1755072905.000;	 err32;	 err32;	    err32
20250813;	134510;	1755072910.000;	 err32;	 err32;	    err32
20250813;	134515;	1755072915.000;	 err32;	 err32;	    err32
20250813;	134520;	1755072920.000;	 err32;	 err32;	    err32
20250813;	134525;	1755072925.000;	 err32;	 err32;	    err32
20250813;	134530;	1755072930.000;	 err32;	 err32;	    err32
20250813;	134535;	1755072935.000;	 err32;	 err32;	    err32
20250813;	134540;	1755072940.000;	 err32;	 err32;	    err32
20250813;	134545;	1755072945.000;	 err32;	 err32;	    err32
20250813;	134550;	1755072950.000;	 err32;	 err32;	    err32
20250813;	134555;	1755072955.000;	 err32;	 err32;	    err32
20250813;	134600;	1755072960.000;	 err32;	 err32;	    err32
20250813;	134605;	1755072965.000;	 err32;	 err32;	    err32
20250813;	134610;	1755072970.000;	 err32;	 err32;	    err32
20250813;	134615;	1755072975.000;	 err32;	 err32;	    err32
20250813;	134620;	1755072980.000;	 err32;	 err32;	    err32
20250813;	134625;	1755072985.000;	 err32;	 err32;	    err32
20250813;	134630;	1755072990.000;	 err32;	 err32;	    err32
20250813;	134635;	1755072995.000;	 err32;	 err32;	    err32
20250813;	134640;	1755073000.000;	 err32;	 err32;	    err32
20250813;	134645;	1755073005.000;	 err32;	 err32;	    err32
20250813;	134650;	1755073010.000;	 err32;	 err32;	    err32
20250813;	134655;	1755073015.000;	 err32;	 err32;	    err32
20250813;	134700;	1755073020.000;	 err32;	 err32;	    err32
20250813;	134705;	1755073025.000;	  err8;	  err8;	     err8
20250813;	134710;	1755073030.000;	  err8;	  err8;	     err8
20250813;	134715;	1755073035.000;	  err7;	  err7;	     err7
20250813;	134720;	1755073040.000;	     1;	 err19;	    err19
20250813;	134725;	1755073045.000;	     1;	 err19;	    err19
20250813;	134730;	1755073050.000;	     1;	 err19;	    err19
20250813;	134735;	1755073055.000;	     1;	 err19;	    err19
20250813;	134740;	1755073060.000;	     1;	 err19;	    err19
20250813;	134745;	1755073065.000;	     1;	 err19;	    err19
20250813;	134750;	1755073070.000;	     1;	 err19;	    err19
20250813;	134755;	1755073075.000;	     1;	 err19;	    err19
20250813;	134800;	1755073080.000;	 err32;	 err32;	    err32
20250813;	134805;	1755073085.000;	 err32;	 err32;	    err32
20250813;	134810;	1755073090.000;	 err32;	 err32;	    err32
20250813;	134815;	1755073095.000;	 err32;	 err32;	    err32
20250813;	134820;	1755073100.000;	 err32;	 err32;	    err32
20250813;	134825;	1755073105.000;	 err32;	 err32;	    err32
20250813;	134830;	1755073110.000;	 err32;	 err32;	    err32
20250813;	134835;	1755073115.000;	 err32;	 err32;	    err32
20250813;	134840;	1755073120.000;	 err32;	 err32;	    err32
20250813;	134845;	1755073125.000;	 err32;	 err32;	    err32
20250813;	134850;	1755073130.000;	 err32;	 err32;	    err32
20250813;	134855;	1755073135.000;	 err32;	 err32;	    err32
20250813;	134900;	1755073140.000;	 err32;	 err32;	    err32
20250813;	134905;	1755073145.000;	 err32;	 err32;	    err32
20250813;	134910;	1755073150.000;	 err32;	 err32;	    err32
20250813;	134915;	1755073155.000;	 err32;	 err32;	    err32
20250813;	134920;	1755073160.000;	 err32;	 err32;	    err32
20250813;	134925;	1755073165.000;	 err32;	 err32;	    err32
20250813;	134930;	1755073170.000;	 err32;	 err32;	    err32
20250813;	134935;	1755073175.000;	 err32;	 err32;	    err32
20250813;	134940;	1755073180.000;	 err32;	 err32;	    err32
20250813;	134945;	1755073185.000;	 err32;	 err32;	    err32
20250813;	134950;	1755073190.000;	 err32;	 err32;	    err32
20250813;	134955;	1755073195.000;	 err32;	 err32;	    err32
20250813;	135000;	1755073200.000;	 err32;	 err32;	    err32
20250813;	135005;	1755073205.000;	 err32;	 err32;	    err32
20250813;	135010;	1755073210.000;	 err32;	 err32;	    err32
20250813;	135015;	1755073215.000;	 err32;	 err32;	    err32
20250813;	135020;	1755073220.000;	 err32;	 err32;	    err32
20250813;	135025;	1755073225.000;	 err32;	 err32;	    err32
20250813;	135030;	1755073230.000;	 err32;	 err32;	    err32
20250813;	135035;	1755073235.000;	 err32;	 err32;	    err32
20250813;	135040;	1755073240.000;	 err32;	 err32;	    err32
20250813;	135045;	1755073245.000;	 err32;	 err32;	    err32
20250813;	135050;	1755073250.000;	 err32;	 err32;	    err32
20250813;	135055;	1755073255.000;	 err32;	 err32;	    err32
20250813;	135100;	1755073260.000;	 err32;	 err32;	    err32
20250813;	135105;	1755073265.000;	 err32;	 err32;	    err32
20250813;	135110;	1755073270.000;	 err32;	 err32;	    err32
20250813;	135115;	1755073275.000;	 err32;	 err32;	    err32
20250813;	135120;	1755073280.000;	 err32;	 err32;	    err32
20250813;	135125;	1755073285.000;	 err32;	 err32;	    err32
20250813;	135130;	1755073290.000;	 err32;	 err32;	    err32
20250813;	135135;	1755073295.000;	 err32;	 err32;	    err32
20250813;	135140;	1755073300.000;	 err32;	 err32;	    err32
20250813;	135145;	1755073305.000;	 err32;	 err32;	    err32
20250813;	135150;	1755073310.000;	 err32;	 err32;	    err32
20250813;	135155;	1755073315.000;	 err32;	 err32;	    err32
20250813;	135200;	1755073320.000;	 err32;	 err32;	    err32
20250813;	135205;	1755073325.000;	 err32;	 err32;	    err32
20250813;	135210;	1755073330.000;	  err8;	  err8;	     err8
20250813;	135215;	1755073335.000;	  err8;	  err8;	     err8
20250813;	135220;	1755073340.000;	     1;	 err19;	    err19
20250813;	135225;	1755073345.000;	     1;	 err19;	    err19
20250813;	135230;	1755073350.000;	     1;	 err19;	    err19
20250813;	135235;	1755073355.000;	     1;	 err19;	    err19
20250813;	135240;	1755073360.000;	     1;	 err19;	    err19
20250813;	135245;	1755073365.000;	     1;	 err19;	    err19
20250813;	135250;	1755073370.000;	     1;	 err19;	    err19
20250813;	135255;	1755073375.000;	     1;	 err19;	    err19
20250813;	135300;	1755073380.000;	     1;	 err19;	    err19
20250813;	135305;	1755073385.000;	     1;	 err19;	    err19
20250813;	135310;	1755073390.000;	     1;	 err19;	    err19
20250813;	135315;	1755073395.000;	     1;	 err19;	    err19
20250813;	135320;	1755073400.000;	     1;	 err19;	    err19
20250813;	135325;	1755073405.000;	     1;	 err19;	    err19
20250813;	135330;	1755073410.000;	     1;	 err19;	    err19
20250813;	135335;	1755073415.000;	     1;	 err19;	    err19
20250813;	135340;	1755073420.000;	     1;	 err19;	    err19
20250813;	135345;	1755073425.000;	     1;	 err19;	    err19
20250813;	135350;	1755073430.000;	 err32;	 err32;	    err32
20250813;	135355;	1755073435.000;	 err32;	 err32;	    err32
20250813;	135400;	1755073440.000;	 err32;	 err32;	    err32
20250813;	135405;	1755073445.000;	 err32;	 err32;	    err32
20250813;	135410;	1755073450.000;	 err32;	 err32;	    err32
20250813;	135415;	1755073455.000;	 err32;	 err32;	    err32
20250813;	135420;	1755073460.000;	 err32;	 err32;	    err32
20250813;	135425;	1755073465.000;	 err32;	 err32;	    err32
20250813;	135430;	1755073470.000;	 err32;	 err32;	    err32
20250813;	135435;	1755073475.000;	 err32;	 err32;	    err32
20250813;	135440;	1755073480.000;	 err32;	 err32;	    err32
20250813;	135445;	1755073485.000;	 err32;	 err32;	    err32
20250813;	135450;	1755073490.000;	 err32;	 err32;	    err32
20250813;	135455;	1755073495.000;	 err32;	 err32;	    err32
20250813;	135500;	1755073500.000;	 err32;	 err32;	    err32
20250813;	135505;	1755073505.000;	 err32;	 err32;	    err32
20250813;	135510;	1755073510.000;	 err32;	 err32;	    err32
20250813;	135515;	1755073515.000;	 err32;	 err32;	    err32
20250813;	135520;	1755073520.000;	 err32;	 err32;	    err32
20250813;	135525;	1755073525.000;	 err32;	 err32;	    err32
20250813;	135530;	1755073530.000;	 err32;	 err32;	    err32
20250813;	135535;	1755073535.000;	 err32;	 err32;	    err32
20250813;	135540;	1755073540.000;	 err32;	 err32;	    err32
20250813;	135545;	1755073545.000;	 err32;	 err32;	    err32
20250813;	135550;	1755073550.000;	 err32;	 err32;	    err32
20250813;	135555;	1755073555.000;	 err32;	 err32;	    err32
20250813;	135600;	1755073560.000;	 err32;	 err32;	    err32
20250813;	135605;	1755073565.000;	 err32;	 err32;	    err32
20250813;	135610;	1755073570.000;	 err32;	 err32;	    err32
20250813;	135615;	1755073575.000;	 err32;	 err32;	    err32
20250813;	135620;	1755073580.000;	 err32;	 err32;	    err32
20250813;	135625;	1755073585.000;	 err32;	 err32;	    err32
20250813;	135630;	1755073590.000;	 err32;	 err32;	    err32
20250813;	135635;	1755073595.000;	 err32;	 err32;	    err32
20250813;	135640;	1755073600.000;	 err32;	 err32;	    err32
20250813;	135645;	1755073605.000;	 err32;	 err32;	    err32
20250813;	135650;	1755073610.000;	 err32;	 err32;	    err32
20250813;	135655;	1755073615.000;	 err32;	 err32;	    err32
20250813;	135700;	1755073620.000;	 err32;	 err32;	    err32
20250813;	135705;	1755073625.000;	 err32;	 err32;	    err32
20250813;	135710;	1755073630.000;	 err32;	 err32;	    err32
20250813;	135715;	1755073635.000;	 err32;	 err32;	    err32
20250813;	135720;	1755073640.000;	 err32;	 err32;	    err32
20250813;	135725;	1755073645.000;	 err32;	 err32;	    err32
20250813;	135730;	1755073650.000;	 err32;	 err32;	    err32
20250813;	135735;	1755073655.000;	 err32;	 err32;	    err32
20250813;	135740;	1755073660.000;	 err32;	 err32;	    err32
20250813;	135745;	1755073665.000;	 err32;	 err32;	    err32
20250813;	135750;	1755073670.000;	 err32;	 err32;	    err32
20250813;	135755;	1755073675.000;	 err32;	 err32;	    err32
20250813;	135800;	1755073680.000;	 err32;	 err32;	    err32
20250813;	135805;	1755073685.000;	 err32;	 err32;	    err32
20250813;	135810;	1755073690.000;	 err32;	 err32;	    err32
20250813;	135815;	1755073695.000;	 err32;	 err32;	    err32
20250813;	135820;	1755073700.000;	 err32;	 err32;	    err32
20250813;	135825;	1755073705.000;	 err32;	 err32;	    err32
20250813;	135830;	1755073710.000;	 err32;	 err32;	    err32
20250813;	135835;	1755073715.000;	 err32;	 err32;	    err32
20250813;	135840;	1755073720.000;	 err32;	 err32;	    err32
20250813;	135845;	1755073725.000;	 err32;	 err32;	    err32
20250813;	135850;	1755073730.000;	 err32;	 err32;	    err32
20250813;	135855;	1755073735.000;	 err32;	 err32;	    err32
20250813;	135900;	1755073740.000;	 err32;	 err32;	    err32
20250813;	135905;	1755073745.000;	 err32;	 err32;	    err32
20250813;	135910;	1755073750.000;	 err32;	 err32;	    err32
20250813;	135915;	1755073755.000;	 err32;	 err32;	    err32
20250813;	135920;	1755073760.000;	 err32;	 err32;	    err32
20250813;	135925;	1755073765.000;	 err32;	 err32;	    err32
20250813;	135930;	1755073770.000;	 err32;	 err32;	    err32
20250813;	135935;	1755073775.000;	 err32;	 err32;	    err32
20250813;	135940;	1755073780.000;	 err32;	 err32;	    err32
20250813;	135945;	1755073785.000;	 err32;	 err32;	    err32
20250813;	135950;	1755073790.000;	 err32;	 err32;	    err32
20250813;	135955;	1755073795.000;	 err32;	 err32;	    err32
20250813;	140000;	1755073800.000;	 err32;	 err32;	    err32
20250813;	140005;	1755073805.000;	 err32;	 err32;	    err32
20250813;	140010;	1755073810.000;	 err32;	 err32;	    err32
20250813;	140015;	1755073815.000;	 err32;	 err32;	    err32
20250813;	140020;	1755073820.000;	 err32;	 err32;	    err32
20250813;	140025;	1755073825.000;	 err32;	 err32;	    err32
20250813;	140030;	1755073830.000;	 err32;	 err32;	    err32
20250813;	140035;	1755073835.000;	 err32;	 err32;	    err32
20250813;	140040;	1755073840.000;	 err32;	 err32;	    err32
20250813;	140045;	1755073845.000;	 err32;	 err32;	    err32
20250813;	140050;	1755073850.000;	 err32;	 err32;	    err32
20250813;	140055;	1755073855.000;	 err32;	 err32;	    err32
20250813;	140100;	1755073860.000;	 err32;	 err32;	    err32
20250813;	140105;	1755073865.000;	 err32;	 err32;	    err32
20250813;	140110;	1755073870.000;	 err32;	 err32;	    err32
20250813;	140115;	1755073875.000;	 err32;	 err32;	    err32
20250813;	140120;	1755073880.000;	 err32;	 err32;	    err32
20250813;	140125;	1755073885.000;	 err32;	 err32;	    err32
20250813;	140130;	1755073890.000;	 err32;	 err32;	    err32
20250813;	140135;	1755073895.000;	 err32;	 err32;	    err32
20250813;	140140;	1755073900.000;	 err32;	 err32;	    err32
20250813;	140145;	1755073905.000;	  err8;	  err8;	     err8
20250813;	140150;	1755073910.000;	  err8;	  err8;	     err8
20250813;	140155;	1755073915.000;	  err8;	  err8;	     err8
20250813;	140200;	1755073920.000;	  err7;	  err7;	     err7
20250813;	140205;	1755073925.000;	     1;	 err19;	    err19
20250813;	140210;	1755073930.000;	     1;	 err19;	    err19
20250813;	140215;	1755073935.000;	     1;	 err19;	    err19
20250813;	140220;	1755073940.000;	     1;	 err19;	    err19
20250813;	140225;	1755073945.000;	     1;	 err19;	    err19
20250813;	140230;	1755073950.000;	     1;	 err19;	    err19
20250813;	140235;	1755073955.000;	     1;	 err19;	    err19
20250813;	140240;	1755073960.000;	     1;	 err19;	    err19
20250813;	140245;	1755073965.000;	     1;	 err19;	    err19
20250813;	140250;	1755073970.000;	     1;	 err19;	    err19
20250813;	140255;	1755073975.000;	     1;	 err19;	    err19
20250813;	140300;	1755073980.000;	     1;	 err19;	    err19
20250813;	140305;	1755073985.000;	     1;	 err19;	    err19
20250813;	140310;	1755073990.000;	 err32;	 err32;	    err32
20250813;	140315;	1755073995.000;	 err32;	 err32;	    err32
20250813;	140320;	1755074000.000;	 err32;	 err32;	    err32
20250813;	140325;	1755074005.000;	 err32;	 err32;	    err32
20250813;	140330;	1755074010.000;	 err11;	 err11;	    err11
20250813;	140335;	1755074015.000;	  err8;	  err8;	     err8
20250813;	140340;	1755074020.000;	  err8;	  err8;	     err8
20250813;	140345;	1755074025.000;	  err8;	  err8;	     err8
20250813;	140350;	1755074030.000;	     1;	 err19;	    err19
20250813;	140355;	1755074035.000;	     1;	 err19;	    err19
20250813;	140400;	1755074040.000;	     1;	 err19;	    err19
20250813;	140405;	1755074045.000;	     1;	 err19;	    err19
20250813;	140410;	1755074050.000;	     1;	 err19;	    err19
20250813;	140415;	1755074055.000;	 err32;	 err32;	    err32
20250813;	140420;	1755074060.000;	 err32;	 err32;	    err32
20250813;	140425;	1755074065.000;	 err32;	 err32;	    err32
20250813;	140430;	1755074070.000;	 err32;	 err32;	    err32
20250813;	140435;	1755074075.000;	 err32;	 err32;	    err32
20250813;	140440;	1755074080.000;	 err32;	 err32;	    err32
20250813;	140445;	1755074085.000;	 err32;	 err32;	    err32
20250813;	140450;	1755074090.000;	 err32;	 err32;	    err32
20250813;	140455;	1755074095.000;	 err32;	 err32;	    err32
20250813;	140500;	1755074100.000;	 err32;	 err32;	    err32
20250813;	140505;	1755074105.000;	 err32;	 err32;	    err32
20250813;	140510;	1755074110.000;	 err32;	 err32;	    err32
20250813;	140515;	1755074115.000;	 err32;	 err32;	    err32
20250813;	140520;	1755074120.000;	 err32;	 err32;	    err32
20250813;	140525;	1755074125.000;	 err32;	 err32;	    err32
20250813;	140530;	1755074130.000;	 err32;	 err32;	    err32
20250813;	140535;	1755074135.000;	 err32;	 err32;	    err32
20250813;	140540;	1755074140.000;	 err32;	 err32;	    err32
20250813;	140545;	1755074145.000;	 err32;	 err32;	    err32
20250813;	140550;	1755074150.000;	 err32;	 err32;	    err32
20250813;	140555;	1755074155.000;	 err32;	 err32;	    err32
20250813;	140600;	1755074160.000;	 err32;	 err32;	    err32
20250813;	140605;	1755074165.000;	 err32;	 err32;	    err32
20250813;	140610;	1755074170.000;	 err32;	 err32;	    err32
20250813;	140615;	1755074175.000;	 err32;	 err32;	    err32
20250813;	140620;	1755074180.000;	 err32;	 err32;	    err32
20250813;	140625;	1755074185.000;	 err32;	 err32;	    err32
20250813;	140630;	1755074190.000;	 err32;	 err32;	    err32
20250813;	140635;	1755074195.000;	 err32;	 err32;	    err32
20250813;	140640;	1755074200.000;	 err32;	 err32;	    err32
20250813;	140645;	1755074205.000;	 err32;	 err32;	    err32
20250813;	140650;	1755074210.000;	 err32;	 err32;	    err32
20250813;	140655;	1755074215.000;	 err32;	 err32;	    err32
20250813;	140700;	1755074220.000;	 err32;	 err32;	    err32
20250813;	140705;	1755074225.000;	 err32;	 err32;	    err32
20250813;	140710;	1755074230.000;	 err32;	 err32;	    err32
20250813;	140715;	1755074235.000;	 err32;	 err32;	    err32
20250813;	140720;	1755074240.000;	 err32;	 err32;	    err32
20250813;	140725;	1755074245.000;	 err32;	 err32;	    err32
20250813;	140730;	1755074250.000;	 err32;	 err32;	    err32
20250813;	140735;	1755074255.000;	 err32;	 err32;	    err32
20250813;	140740;	1755074260.000;	 err32;	 err32;	    err32
20250813;	140745;	1755074265.000;	 err32;	 err32;	    err32
20250813;	140750;	1755074270.000;	 err32;	 err32;	    err32
20250813;	140755;	1755074275.000;	 err32;	 err32;	    err32
20250813;	140800;	1755074280.000;	 err32;	 err32;	    err32
20250813;	140805;	1755074285.000;	 err32;	 err32;	    err32
20250813;	140810;	1755074290.000;	 err32;	 err32;	    err32
20250813;	140815;	1755074295.000;	 err32;	 err32;	    err32
20250813;	140820;	1755074300.000;	 err32;	 err32;	    err32
20250813;	140825;	1755074305.000;	 err32;	 err32;	    err32
20250813;	140830;	1755074310.000;	 err32;	 err32;	    err32
20250813;	140835;	1755074315.000;	 err32;	 err32;	    err32
20250813;	140840;	1755074320.000;	 err32;	 err32;	    err32
20250813;	140845;	1755074325.000;	 err32;	 err32;	    err32
20250813;	140850;	1755074330.000;	 err32;	 err32;	    err32
20250813;	140855;	1755074335.000;	 err32;	 err32;	    err32
20250813;	140900;	1755074340.000;	 err32;	 err32;	    err32
20250813;	140905;	1755074345.000;	 err32;	 err32;	    err32
20250813;	140910;	1755074350.000;	 err32;	 err32;	    err32
20250813;	140915;	1755074355.000;	 err32;	 err32;	    err32
20250813;	140920;	1755074360.000;	 err32;	 err32;	    err32
20250813;	140925;	1755074365.000;	 err32;	 err32;	    err32
20250813;	140930;	1755074370.000;	 err32;	 err32;	    err32
20250813;	140935;	1755074375.000;	 err32;	 err32;	    err32
20250813;	140940;	1755074380.000;	 err32;	 err32;	    err32
20250813;	140945;	1755074385.000;	 err32;	 err32;	    err32
20250813;	140950;	1755074390.000;	 err32;	 err32;	    err32
20250813;	140955;	1755074395.000;	 err32;	 err32;	    err32
20250813;	141000;	1755074400.000;	 err32;	 err32;	    err32
20250813;	141005;	1755074405.000;	 err32;	 err32;	    err32
20250813;	141010;	1755074410.000;	 err32;	 err32;	    err32
20250813;	141015;	1755074415.000;	 err32;	 err32;	    err32
20250813;	141020;	1755074420.000;	 err32;	 err32;	    err32
20250813;	141025;	1755074425.000;	 err32;	 err32;	    err32
20250813;	141030;	1755074430.000;	 err32;	 err32;	    err32
20250813;	141035;	1755074435.000;	 err32;	 err32;	    err32
20250813;	141040;	1755074440.000;	 err32;	 err32;	    err32
20250813;	141045;	1755074445.000;	 err32;	 err32;	    err32
20250813;	141050;	1755074450.000;	 err32;	 err32;	    err32
20250813;	141055;	1755074455.000;	 err32;	 err32;	    err32
20250813;	141100;	1755074460.000;	 err32;	 err32;	    err32
20250813;	141105;	1755074465.000;	 err32;	 err32;	    err32
20250813;	141110;	1755074470.000;	 err32;	 err32;	    err32
20250813;	141115;	1755074475.000;	 err32;	 err32;	    err32
20250813;	141120;	1755074480.000;	 err32;	 err32;	    err32
20250813;	141125;	1755074485.000;	 err32;	 err32;	    err32
20250813;	141130;	1755074490.000;	 err32;	 err32;	    err32
20250813;	141135;	1755074495.000;	 err32;	 err32;	    err32
20250813;	141140;	1755074500.000;	 err32;	 err32;	    err32
20250813;	141145;	1755074505.000;	 err32;	 err32;	    err32
20250813;	141150;	1755074510.000;	 err32;	 err32;	    err32
20250813;	141155;	1755074515.000;	 err32;	 err32;	    err32
20250813;	141200;	1755074520.000;	 err32;	 err32;	    err32
20250813;	141205;	1755074525.000;	 err32;	 err32;	    err32
20250813;	141210;	1755074530.000;	 err32;	 err32;	    err32
20250813;	141215;	1755074535.000;	 err32;	 err32;	    err32
20250813;	141220;	1755074540.000;	 err32;	 err32;	    err32
20250813;	141225;	1755074545.000;	 err32;	 err32;	    err32
20250813;	141230;	1755074550.000;	 err32;	 err32;	    err32
20250813;	141235;	1755074555.000;	 err32;	 err32;	    err32
20250813;	141240;	1755074560.000;	 err32;	 err32;	    err32
20250813;	141245;	1755074565.000;	 err32;	 err32;	    err32
20250813;	141250;	1755074570.000;	 err32;	 err32;	    err32
20250813;	141255;	1755074575.000;	 err32;	 err32;	    err32
20250813;	141300;	1755074580.000;	 err32;	 err32;	    err32
20250813;	141305;	1755074585.000;	 err32;	 err32;	    err32
20250813;	141310;	1755074590.000;	 err32;	 err32;	    err32
20250813;	141315;	1755074595.000;	 err32;	 err32;	    err32
20250813;	141320;	1755074600.000;	 err32;	 err32;	    err32
20250813;	141325;	1755074605.000;	 err32;	 err32;	    err32
20250813;	141330;	1755074610.000;	 err32;	 err32;	    err32
20250813;	141335;	1755074615.000;	 err32;	 err32;	    err32
20250813;	141340;	1755074620.000;	 err32;	 err32;	    err32
20250813;	141345;	1755074625.000;	 err32;	 err32;	    err32
20250813;	141350;	1755074630.000;	 err32;	 err32;	    err32
20250813;	141355;	1755074635.000;	 err32;	 err32;	    err32
20250813;	141400;	1755074640.000;	 err32;	 err32;	    err32
20250813;	141405;	1755074645.000;	 err32;	 err32;	    err32
20250813;	141410;	1755074650.000;	 err32;	 err32;	    err32
20250813;	141415;	1755074655.000;	 err32;	 err32;	    err32
20250813;	141420;	1755074660.000;	 err32;	 err32;	    err32
20250813;	141425;	1755074665.000;	 err32;	 err32;	    err32
20250813;	141430;	1755074670.000;	 err32;	 err32;	    err32
20250813;	141435;	1755074675.000;	 err32;	 err32;	    err32
20250813;	141440;	1755074680.000;	 err32;	 err32;	    err32
20250813;	141445;	1755074685.000;	 err32;	 err32;	    err32
20250813;	141450;	1755074690.000;	 err32;	 err32;	    err32
20250813;	141455;	1755074695.000;	 err32;	 err32;	    err32
20250813;	141500;	1755074700.000;	 err32;	 err32;	    err32
20250813;	141505;	1755074705.000;	 err32;	 err32;	    err32
20250813;	141510;	1755074710.000;	 err32;	 err32;	    err32
20250813;	141515;	1755074715.000;	 err32;	 err32;	    err32
20250813;	141520;	1755074720.000;	 err32;	 err32;	    err32
20250813;	141525;	1755074725.000;	 err32;	 err32;	    err32
20250813;	141530;	1755074730.000;	 err32;	 err32;	    err32
